Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-02-13 00:00:00-05:00,0.046673271805047996,0.04692085996086048,0.046673271805047996,0.04667327180504799,652800,0.0,0.0
1962-02-14 00:00:00-05:00,0.04667329169617869,0.04667329169617869,0.04580654576420784,0.04580654576420784,652800,0.0,0.0
1962-02-15 00:00:00-05:00,0.0458065362798764,0.04617810561225479,0.04555894806981087,0.04555894806981087,652800,0.0,0.0
1962-02-16 00:00:00-05:00,0.04555894806981087,0.046425693822320334,0.04555894806981087,0.04555894806981087,1190400,0.0,0.0
1962-02-19 00:00:00-05:00,0.04593029873652413,0.04630186781287193,0.04593029873652413,0.04630186781287193,345600,0.0,0.0
1962-02-20 00:00:00-05:00,0.04630190394633277,0.04642569806267244,0.0459303345800166,0.04605431854724884,460800,0.0,0.0
1962-02-21 00:00:00-05:00,0.04605432387645154,0.04642570343484953,0.04580654576420784,0.04580654576420784,691200,0.0,0.0
1962-02-23 00:00:00-05:00,0.04580654928790577,0.04642570700617656,0.045311372727155685,0.045311372727155685,1036800,0.0,0.0
1962-02-26 00:00:00-05:00,0.04531136399831826,0.04642569806267244,0.04506377576563892,0.04605431854724884,768000,0.0,0.0
1962-02-27 00:00:00-05:00,0.04605428260700074,0.04642566183260413,0.04605428260700074,0.04630186781287193,460800,0.0,0.0
1962-02-28 00:00:00-05:00,0.04617811593736928,0.04617811593736928,0.04531136999106127,0.045435164123773575,652800,0.0,0.0
1962-03-01 00:00:00-05:00,0.04543518460875168,0.04543518460875168,0.04456862812266435,0.04518759623169899,19545600,0.0,0.0
1962-03-02 00:00:00-05:00,0.045311364563359144,0.045682746917009354,0.045311364563359144,0.045682746917009354,806400,0.0,0.0
1962-03-05 00:00:00-05:00,0.04568279847481359,0.04568279847481359,0.04506382718682289,0.04506382718682289,652800,0.0,0.0
1962-03-06 00:00:00-05:00,0.045558952230997596,0.04605431854724884,0.045558952230997596,0.04605431854724884,883200,0.0,0.0
1962-03-07 00:00:00-05:00,0.046054324638252764,0.046054324638252764,0.045435164123773575,0.045435164123773575,691200,0.0,0.0
1962-03-08 00:00:00-05:00,0.0454351539647781,0.04593033038490917,0.045311359859745326,0.04555894806981087,883200,0.0,0.0
1962-03-09 00:00:00-05:00,0.04555900421721545,0.045744789112367935,0.04469244724762712,0.04506382718682289,1113600,0.0,0.0
1962-03-12 00:00:00-05:00,0.045558952230997596,0.04605431854724884,0.045558952230997596,0.04605431854724884,998400,0.0,0.0
1962-03-13 00:00:00-05:00,0.046415665231443234,0.04678945988416672,0.046415665231443234,0.04678945988416672,1344000,0.001563,0.0
1962-03-14 00:00:00-05:00,0.04678946898500174,0.04697646046376586,0.04660266573833704,0.04685186222195625,1689600,0.0,0.0
1962-03-15 00:00:00-05:00,0.046851829158167525,0.04697642731204701,0.046602632850408554,0.046602632850408554,883200,0.0,0.0
1962-03-16 00:00:00-05:00,0.046602632850408554,0.046789435965244486,0.046602632850408554,0.046602632850408554,768000,0.0,0.0
1962-03-19 00:00:00-05:00,0.04660266573833704,0.04710105870557547,0.04660266573833704,0.04685186222195625,921600,0.0,0.0
1962-03-20 00:00:00-05:00,0.046851864642133194,0.04735025763511658,0.046851864642133194,0.04735025763511658,1305600,0.0,0.0
1962-03-21 00:00:00-05:00,0.04759945433883782,0.048222445620106885,0.04759945433883782,0.04797324910759926,2188800,0.0,0.0
1962-03-22 00:00:00-05:00,0.048097834947332545,0.04872082606777561,0.048097834947332545,0.04847162961959839,1344000,0.0,0.0
1962-03-23 00:00:00-05:00,0.048845434828775,0.04971781662353363,0.048845434828775,0.0493440218269825,1497600,0.0,0.0
1962-03-26 00:00:00-05:00,0.04934402744595928,0.049717822285075736,0.04859624953556971,0.04872084781527519,1420800,0.0,0.0
1962-03-27 00:00:00-05:00,0.048471624320161645,0.048471624320161645,0.04809782968876303,0.048347026109695435,844800,0.0,0.0
1962-03-28 00:00:00-05:00,0.0483470438763607,0.0483470438763607,0.04797324910759926,0.04797324910759926,460800,0.0,0.0
1962-03-29 00:00:00-05:00,0.04797323576943937,0.04859622687749613,0.04784863754782802,0.04809783399105072,1036800,0.0,0.0
1962-03-30 00:00:00-05:00,0.04809784427259,0.04809784427259,0.04735025763511658,0.04735025763511658,1382400,0.0,0.0
1962-04-02 00:00:00-05:00,0.04735026067833203,0.048222445620106885,0.0471010641658244,0.04797324910759926,1152000,0.0,0.0
1962-04-03 00:00:00-05:00,0.0479732772202486,0.04822247387878707,0.04610411690098201,0.04647810012102127,1228800,0.0,0.0
1962-04-04 00:00:00-05:00,0.04685190359724734,0.047724089208147184,0.04685190359724734,0.04703870415687561,1459200,0.0,0.0
1962-04-05 00:00:00-05:00,0.04703867313884856,0.04753706621757411,0.04685187270239939,0.04710106924176216,1036800,0.0,0.0
1962-04-06 00:00:00-05:00,0.047350233360478056,0.04809781961469284,0.047350233360478056,0.047848623245954514,729600,0.0,0.0
1962-04-09 00:00:00-05:00,0.04797324910759926,0.0483470438763607,0.04797324910759926,0.04797324910759926,537600,0.0,0.0
1962-04-10 00:00:00-05:00,0.04797324910759926,0.0483470438763607,0.04797324910759926,0.04797324910759926,614400,0.0,0.0
1962-04-11 00:00:00-05:00,0.04797324354624121,0.048222440029860425,0.04666487074319213,0.04685186222195625,883200,0.0,0.0
1962-04-12 00:00:00-05:00,0.04660266433815733,0.04660266433815733,0.04585488667766729,0.04597948491573334,1075200,0.0,0.0
1962-04-13 00:00:00-05:00,0.04597948867230313,0.04735025763511658,0.0452319020348297,0.04735025763511658,1804800,0.0,0.0
1962-04-16 00:00:00-05:00,0.047350269442994905,0.04809785626689629,0.04722567116367761,0.04747486487030983,2227200,0.0,0.0
1962-04-17 00:00:00-05:00,0.0474748863943718,0.047973279737601474,0.04710109423895321,0.04772408306598663,1152000,0.0,0.0
1962-04-18 00:00:00-05:00,0.04772405259509163,0.04797324910759926,0.04759945433883782,0.04797324910759926,691200,0.0,0.0
1962-04-19 00:00:00-05:00,0.047973255341091876,0.048035651445388794,0.04772405879620444,0.048035651445388794,806400,0.0,0.0
1962-04-23 00:00:00-05:00,0.048035631848280545,0.04859622687749613,0.047911033626669194,0.04809783399105072,691200,0.0,0.0
1962-04-24 00:00:00-05:00,0.04809782968876303,0.048347026109695435,0.04772403505736441,0.048347026109695435,883200,0.0,0.0
1962-04-25 00:00:00-05:00,0.04822247640921631,0.04822247640921631,0.04772408306598664,0.04772408306598663,422400,0.0,0.0
1962-04-26 00:00:00-05:00,0.04772406142894441,0.047973257987578996,0.04710107288436032,0.04747486487030983,806400,0.0,0.0
1962-04-27 00:00:00-05:00,0.047474856082584005,0.04797324910759926,0.047225662422078214,0.04797324910759926,883200,0.0,0.0
1962-04-30 00:00:00-04:00,0.04747484690909617,0.04747484690909617,0.0458548845106999,0.046104080975055695,1382400,0.0,0.0
1962-05-01 00:00:00-04:00,0.04610406463873247,0.0468518419989204,0.04585486826267589,0.046727243810892105,1574400,0.0,0.0
1962-05-02 00:00:00-04:00,0.046976449284379815,0.04735024392085354,0.046976449284379815,0.047287847846746445,1305600,0.0,0.0
1962-05-03 00:00:00-04:00,0.04728783730028696,0.047848623245954514,0.04710103699173973,0.047848623245954514,844800,0.0,0.0
1962-05-04 00:00:00-04:00,0.04784865970826171,0.04803565409531805,0.04747486487030983,0.04747486487030983,537600,0.0,0.0
1962-05-07 00:00:00-04:00,0.047474829549294544,0.047848624109145296,0.04697643965482712,0.04697643965482712,691200,0.0,0.0
1962-05-08 00:00:00-04:00,0.04697646164984179,0.047599450022617715,0.046415675431489944,0.046415675431489944,1190400,0.0,0.0
1962-05-09 00:00:00-04:00,0.04635350617338352,0.04635350617338352,0.045481126755476,0.045481126755476,1267200,0.0,0.0
1962-05-10 00:00:00-04:00,0.04548109319694009,0.04560569143838531,0.04485810484171551,0.04510730132460594,1920000,0.0,0.0
1962-05-11 00:00:00-04:00,0.04510732931103798,0.04548112141528804,0.043238169149558976,0.043612152338027954,2380800,0.0,0.0
1962-05-14 00:00:00-04:00,0.04361213023033763,0.04386132674151813,0.04174297101636549,0.0428643524646759,3187200,0.0,0.0
1962-05-15 00:00:00-04:00,0.043113567595798055,0.04548111800263001,0.043113567595798055,0.044982727617025375,2534400,0.0,0.0
1962-05-16 00:00:00-04:00,0.04498270308316073,0.045356494955494875,0.04485810484171551,0.04510730132460594,1612800,0.0,0.0
1962-05-17 00:00:00-04:00,0.045107302616794236,0.045418892345382815,0.044608909636735916,0.044608909636735916,2496000,0.0,0.0
1962-05-18 00:00:00-04:00,0.04460891117204568,0.04473350942134857,0.0439859227775329,0.04473350942134857,806400,0.0,0.0
1962-05-21 00:00:00-04:00,0.04473353388600126,0.04485813220344664,0.044484337251110485,0.04467114061117172,960000,0.0,0.0
1962-05-22 00:00:00-04:00,0.04467108906898294,0.04467108906898294,0.043238118807640516,0.04336290806531906,1420800,0.0,0.0
1962-05-23 00:00:00-04:00,0.043300540475301894,0.043300540475301894,0.04261515595349541,0.0428643524646759,2342400,0.0,0.0
1962-05-24 00:00:00-04:00,0.04261514219723478,0.04261514219723478,0.041992153972387314,0.041992153972387314,2688000,0.0,0.0
1962-05-25 00:00:00-04:00,0.04199217401027139,0.042365965982746084,0.04111998893849409,0.04149378091096878,2841600,0.0,0.0
1962-05-28 00:00:00-04:00,0.04143138428318915,0.04143138428318915,0.03775564991512704,0.039313219487667084,4377600,0.0,0.0
1962-05-29 00:00:00-04:00,0.039313207078256064,0.0402475968003273,0.03488969628629531,0.0402475968003273,7411200,0.0,0.0
1962-05-31 00:00:00-04:00,0.04099540604172905,0.04211678808380676,0.04099540604172905,0.04186759144067764,4761600,0.0,0.0
1962-06-01 00:00:00-04:00,0.04186756378076778,0.04224135849851305,0.040870780718781835,0.04136917367577553,2688000,0.0,0.0
1962-06-04 00:00:00-04:00,0.04111999813398956,0.04111999813398956,0.03812945634126663,0.03812945634126663,3456000,0.0,0.0
1962-06-05 00:00:00-04:00,0.038254026968542,0.04111996838517026,0.038254026968542,0.03962460160255432,2688000,0.0,0.0
1962-06-06 00:00:00-04:00,0.039749206044781916,0.04049698366931268,0.039749206044781916,0.040123000741004944,1344000,0.0,0.0
1962-06-07 00:00:00-04:00,0.04012299857497935,0.040372386109750934,0.0399984003496314,0.0402475968003273,691200,0.0,0.0
1962-06-08 00:00:00-04:00,0.04024759461902982,0.04111997038125992,0.04024759461902982,0.04111997038125992,1420800,0.0,0.0
1962-06-11 00:00:00-04:00,0.041421362976724566,0.041672385922063716,0.04104482855871584,0.04117034003138542,2304000,0.001563,0.0
1962-06-12 00:00:00-04:00,0.041170274079978864,0.041232932037171495,0.03928741826729247,0.039475779980421066,2227200,0.0,0.0
1962-06-13 00:00:00-04:00,0.039475823751192775,0.039915016010193934,0.03878541618609745,0.03897358849644661,2726400,0.0,0.0
1962-06-14 00:00:00-04:00,0.038973563877294226,0.03916192568029243,0.03840886056423187,0.03840886056423187,2419200,0.0,0.0
1962-06-15 00:00:00-04:00,0.03840886611329211,0.0400405079126358,0.03822050141017847,0.0400405079126358,3878400,0.0,0.0
1962-06-18 00:00:00-04:00,0.04004049789719867,0.04010335123496387,0.039412944178938675,0.0398523285984993,2188800,0.0,0.0
1962-06-19 00:00:00-04:00,0.039663990438576595,0.039663990438576595,0.03928745910525322,0.03928745910525322,691200,0.0,0.0
1962-06-20 00:00:00-04:00,0.03928744075989523,0.03966397191739654,0.03872254490852356,0.03872254490852356,2457600,0.0,0.0
1962-06-21 00:00:00-04:00,0.03872254407392107,0.038785394550066986,0.03815784071915604,0.03822049871087074,1651200,0.0,0.0
1962-06-22 00:00:00-04:00,0.0382205086604248,0.0382205086604248,0.03765580803155899,0.03765580803155899,1536000,0.0,0.0
1962-06-25 00:00:00-04:00,0.03765578085541967,0.03771843881822531,0.03621230629687427,0.03727905452251434,5721600,0.0,0.0
1962-06-26 00:00:00-04:00,0.03727905332058622,0.037781288047252476,0.03690251948416327,0.037153542041778564,2227200,0.0,0.0
1962-06-27 00:00:00-04:00,0.037153537097858694,0.0372790483599649,0.03683985662119855,0.03702802583575249,2496000,0.0,0.0
1962-06-28 00:00:00-04:00,0.0375300833294387,0.038785383105278015,0.0375300833294387,0.038785383105278015,2918400,0.0,0.0
1962-06-29 00:00:00-04:00,0.03878539168581128,0.03903641434879871,0.038283349232738156,0.03840886056423187,2150400,0.0,0.0
1962-07-02 00:00:00-04:00,0.03840886143250086,0.03960131104150351,0.03828335009816984,0.03941294923424721,1459200,0.0,0.0
1962-07-03 00:00:00-04:00,0.039412991384408506,0.03966401144862175,0.03903645697873132,0.03966401144862175,1612800,0.0,0.0
1962-07-05 00:00:00-04:00,0.03966396394250181,0.03991498657896639,0.0391619215424741,0.0398523285984993,1228800,0.0,0.0
1962-07-06 00:00:00-04:00,0.03985235522040427,0.03985235522040427,0.039161947703177644,0.03928745910525322,844800,0.0,0.0
1962-07-09 00:00:00-04:00,0.03953846538703089,0.0400405079126358,0.03953846538703089,0.0400405079126358,1689600,0.0,0.0
1962-07-10 00:00:00-04:00,0.040166016668081284,0.040668254518595404,0.040166016668081284,0.040166016668081284,2304000,0.0,0.0
1962-07-11 00:00:00-04:00,0.04016602633666749,0.04041704908013344,0.03947581147082684,0.04041704908013344,1843200,0.0,0.0
1962-07-12 00:00:00-04:00,0.040417037987602336,0.04117029562284326,0.03991499263845773,0.0407937616109848,1728000,0.0,0.0
1962-07-13 00:00:00-04:00,0.04066826056697953,0.04066826056697953,0.040166022641770105,0.04060540720820427,921600,0.0,0.0
1962-07-16 00:00:00-04:00,0.04060539578914939,0.04091926890712901,0.0404798844642586,0.04066824913024902,806400,0.0,0.0
1962-07-17 00:00:00-04:00,0.04066826430807809,0.040919284178641366,0.04041704908013344,0.04041704908013344,345600,0.0,0.0
1962-07-18 00:00:00-04:00,0.04016605258628869,0.04016605258628869,0.03985237163064781,0.04010339453816414,1612800,0.0,0.0
1962-07-19 00:00:00-04:00,0.0401033524583161,0.0405425444068776,0.03991498779657256,0.040479883551597595,921600,0.0,0.0
1962-07-20 00:00:00-04:00,0.04047988585466542,0.040919270312627855,0.04047988585466542,0.04073090851306915,1036800,0.0,0.0
1962-07-23 00:00:00-04:00,0.04079377017865463,0.04104479290594772,0.04079377017865463,0.04091928154230118,729600,0.0,0.0
1962-07-24 00:00:00-04:00,0.040919284178641366,0.0411074564304528,0.04041704908013344,0.04041704908013344,691200,0.0,0.0
1962-07-25 00:00:00-04:00,0.04041708158363944,0.04117034003138542,0.04041708158363944,0.04117034003138542,652800,0.0,0.0
1962-07-26 00:00:00-04:00,0.04142133891582489,0.04167236171534948,0.04142133891582489,0.04142133891582489,499200,0.0,0.0
1962-07-27 00:00:00-04:00,0.04142130174273917,0.041734982281923294,0.041295790455615586,0.041734982281923294,460800,0.0,0.0
1962-07-30 00:00:00-04:00,0.04173500687888522,0.04217439144849777,0.04142132615483009,0.04217439144849777,998400,0.0,0.0
1962-07-31 00:00:00-04:00,0.04242541004100043,0.04305296391248703,0.04242541004100043,0.04305296391248703,1881600,0.0,0.0
1962-08-01 00:00:00-04:00,0.04305297303444585,0.04305297303444585,0.04192337352811147,0.04229990765452385,1305600,0.0,0.0
1962-08-02 00:00:00-04:00,0.04229993264635777,0.043178509920835495,0.041923398297479694,0.043178509920835495,1612800,0.0,0.0
1962-08-03 00:00:00-04:00,0.043178482341070544,0.04342950507998467,0.04135847555105943,0.043429505079984665,537600,0.0,0.0
1962-08-06 00:00:00-04:00,0.04342951345876168,0.04349236396140215,0.04242542518229086,0.042676445096731186,921600,0.0,0.0
1962-08-07 00:00:00-04:00,0.042676434019975416,0.042676434019975416,0.04217439144849777,0.04217439144849777,576000,0.0,0.0
1962-08-08 00:00:00-04:00,0.04204888269305229,0.04204888269305229,0.04179785995530709,0.04204888269305229,652800,0.0,0.0
1962-08-09 00:00:00-04:00,0.04204886774362774,0.04204886774362774,0.04154682531952858,0.04154682531952858,652800,0.0,0.0
1962-08-10 00:00:00-04:00,0.04154684158301069,0.04186052233777252,0.04154684158301069,0.04179786145687103,960000,0.0,0.0
1962-08-13 00:00:00-04:00,0.04179784509512737,0.04179784509512737,0.04154682531952858,0.04154682531952858,422400,0.0,0.0
1962-08-14 00:00:00-04:00,0.041672319331242304,0.04255089536309242,0.041672319331242304,0.04255089536309242,998400,0.0,0.0
1962-08-15 00:00:00-04:00,0.042927487021583444,0.04342953282008754,0.042927487021583444,0.043178509920835495,1305600,0.0,0.0
1962-08-16 00:00:00-04:00,0.04317847037581378,0.04330398171049019,0.042425405240657126,0.04292744770646095,1689600,0.0,0.0
1962-08-17 00:00:00-04:00,0.04292744770646095,0.043052959041137366,0.04255091657533354,0.04292744770646095,998400,0.0,0.0
1962-08-20 00:00:00-04:00,0.042927459602156416,0.04342950507998467,0.042927459602156416,0.043429505079984665,1075200,0.0,0.0
1962-08-21 00:00:00-04:00,0.04342950507998467,0.043492355570499505,0.04330399371052761,0.043429505079984665,1574400,0.0,0.0
1962-08-22 00:00:00-04:00,0.04342950396548505,0.04342950396548505,0.042927458500540416,0.043303992599248886,1459200,0.0,0.0
1962-08-23 00:00:00-04:00,0.04342950024380372,0.04349235072731971,0.04342950024380372,0.04349235072731972,307200,0.0,0.0
1962-08-24 00:00:00-04:00,0.04349235072731971,0.043806223921796686,0.04342950024380372,0.04349235072731972,537600,0.0,0.0
1962-08-27 00:00:00-04:00,0.04349238335074741,0.04368074820393776,0.042927487021583444,0.043178509920835495,499200,0.0,0.0
1962-08-28 00:00:00-04:00,0.04305293757862089,0.04305293757862089,0.04255089536309242,0.04255089536309242,691200,0.0,0.0
1962-08-29 00:00:00-04:00,0.04255092553178282,0.04261377601811032,0.041797857365212715,0.04217439144849777,883200,0.0,0.0
1962-08-30 00:00:00-04:00,0.04255093657596261,0.042927467884074685,0.04255093657596261,0.042676445096731186,422400,0.0,0.0
1962-08-31 00:00:00-04:00,0.04267641506101706,0.04273926839232445,0.04267641506101706,0.04273926839232445,115200,0.0,0.0
1962-09-04 00:00:00-04:00,0.042739278376500975,0.04317847036913867,0.042425405234098434,0.042425405234098434,652800,0.0,0.0
1962-09-05 00:00:00-04:00,0.042425405234098434,0.042425405234098434,0.0419233598954704,0.042425405234098434,806400,0.0,0.0
1962-09-06 00:00:00-04:00,0.042174403756412716,0.042174403756412716,0.041797869563242274,0.04211155325174332,960000,0.0,0.0
1962-09-07 00:00:00-04:00,0.04211154578552681,0.04255093040546543,0.04192337352811147,0.04229990765452385,883200,0.0,0.0
1962-09-10 00:00:00-04:00,0.04242540898833613,0.04261377081274986,0.04242540898833613,0.04261377081274986,307200,0.0,0.0
1962-09-11 00:00:00-04:00,0.042853950088523524,0.042853950088523524,0.042474734534218524,0.04272754490375519,537600,0.001563,0.0
1962-09-12 00:00:00-04:00,0.04272753883676226,0.043233156610679946,0.042601133669942524,0.042853944003582,1075200,0.0,0.0
1962-09-13 00:00:00-04:00,0.042601155661464364,0.042601155661464364,0.04209553473317433,0.04247475042939186,499200,0.0,0.0
1962-09-14 00:00:00-04:00,0.04247475042939186,0.04247475042939186,0.04196913239446458,0.04247475042939186,460800,0.0,0.0
1962-09-17 00:00:00-04:00,0.04247475042939186,0.042727560893536874,0.04222193996524684,0.04247475042939186,460800,0.0,0.0
1962-09-18 00:00:00-04:00,0.0424747559273249,0.04285397167262812,0.041842732578516006,0.041842732578516006,921600,0.0,0.0
1962-09-19 00:00:00-04:00,0.04184271632628446,0.04209552383159656,0.041337095528936246,0.0417163111269474,768000,0.0,0.0
1962-09-20 00:00:00-04:00,0.041716328282338976,0.04209554114293534,0.04114740917041415,0.041210707277059555,883200,0.0,0.0
1962-09-21 00:00:00-04:00,0.04121071420556798,0.04121071420556798,0.04032568633556366,0.04032568633556366,921600,0.0,0.0
1962-09-24 00:00:00-04:00,0.04026256874203682,0.04026256874203682,0.03994645729091235,0.04026256874203682,1267200,0.0,0.0
1962-09-25 00:00:00-04:00,0.04026258947410947,0.040388994769915004,0.039946477860212326,0.039946477860212326,1113600,0.0,0.0
1962-09-26 00:00:00-04:00,0.039946450981778216,0.04019926140328286,0.039440833032131195,0.039440833032131195,1113600,0.0,0.0
1962-09-27 00:00:00-04:00,0.039440833032131195,0.039693643453635845,0.039440833032131195,0.039440833032131195,499200,0.0,0.0
1962-09-28 00:00:00-04:00,0.03944083569437674,0.03982005135223065,0.039314430475092095,0.039693646132946014,691200,0.0,0.0
1962-10-01 00:00:00-04:00,0.03969365509854152,0.04095789853886481,0.03918803410719848,0.039251141250133514,1612800,0.0,0.0
1962-10-02 00:00:00-04:00,0.039251131064000265,0.04007285754930468,0.03918802393744228,0.039567239582538605,614400,0.0,0.0
1962-10-03 00:00:00-04:00,0.0398200347618496,0.04095787222327212,0.0398200347618496,0.04051535576581955,844800,0.0,0.0
1962-10-04 00:00:00-04:00,0.040515403435609984,0.040578510612249374,0.04045210529690291,0.040578510612249374,537600,0.0,0.0
1962-10-05 00:00:00-04:00,0.04057849245482172,0.041084304451942444,0.040072871419683236,0.041084304451942444,921600,0.0,0.0
1962-10-08 00:00:00-04:00,0.041084272578144426,0.041084272578144426,0.04045205581272238,0.04102097451686859,384000,0.0,0.0
1962-10-09 00:00:00-04:00,0.04102104334486708,0.04146355763077736,0.04083133980457568,0.04146355763077736,844800,0.0,0.0
1962-10-10 00:00:00-04:00,0.04146351777969926,0.04209554114293534,0.041210707277059555,0.041210707277059555,806400,0.0,0.0
1962-10-11 00:00:00-04:00,0.041210707277059555,0.04133711252837941,0.04083130056112904,0.041210707277059555,652800,0.0,0.0
1962-10-12 00:00:00-04:00,0.04095788300037384,0.04095788300037384,0.04095788300037384,0.04095788300037384,460800,0.0,0.0
1962-10-15 00:00:00-04:00,0.04095788300037384,0.041337095706653317,0.04095788300037384,0.04095788300037384,1420800,0.0,0.0
1962-10-16 00:00:00-04:00,0.04095788300037384,0.04095788300037384,0.040831283945238085,0.04095788300037384,960000,0.0,0.0
1962-10-17 00:00:00-04:00,0.04095788757423052,0.04095788757423052,0.04057847807696428,0.040894586592912674,384000,0.0,0.0
1962-10-18 00:00:00-04:00,0.04089456540848939,0.04108426861217026,0.040452051907777786,0.040452051907777786,998400,0.0,0.0
1962-10-19 00:00:00-04:00,0.04045207079040617,0.040578475997926244,0.03893521408688969,0.03912472352385521,3955200,0.0,0.0
1962-10-22 00:00:00-04:00,0.03906163990645935,0.03906163990645935,0.038176805814730534,0.03887193650007248,2419200,0.0,0.0
1962-10-23 00:00:00-04:00,0.03880883078670341,0.03880883078670341,0.03767099231481552,0.03767099231481552,1612800,0.0,0.0
1962-10-24 00:00:00-04:00,0.03767097225123438,0.03868240490555763,0.03754456703968283,0.03868240490555763,2035200,0.0,0.0
1962-10-25 00:00:00-04:00,0.03868240490555763,0.03918802285840153,0.03868240490555763,0.03868240490555763,883200,0.0,0.0
1962-10-26 00:00:00-04:00,0.038682433946759964,0.038682433946759964,0.038050407414502344,0.038366325199604034,537600,0.0,0.0
1962-10-29 00:00:00-05:00,0.03893520637703592,0.03944082421363282,0.03893520637703592,0.03931441903114319,1344000,0.0,0.0
1962-10-30 00:00:00-05:00,0.03931441639814202,0.039630524814128876,0.03931441639814202,0.039630524814128876,499200,0.0,0.0
1962-10-31 00:00:00-05:00,0.039820052112265664,0.04045207532738966,0.039820052112265664,0.040199264883995056,2803200,0.0,0.0
1962-11-01 00:00:00-05:00,0.04019929466620998,0.040578510612249374,0.03956727098284231,0.040578510612249374,1958400,0.0,0.0
1962-11-02 00:00:00-05:00,0.040578480362965616,0.04196912875718367,0.040578480362965616,0.04133710265159607,4569600,0.0,0.0
1962-11-05 00:00:00-05:00,0.041273780167102814,0.041273780167102814,0.040831266673756104,0.041273780167102814,614400,0.0,0.0
1962-11-07 00:00:00-05:00,0.041210709710727066,0.041210709710727066,0.040831302972390966,0.041084304451942444,1267200,0.0,0.0
